timestamp,symbol,price
2025-10-07T17:32:58.016406,AAPL,148.54
2025-10-07T17:32:58.028932,AAPL,148.96
2025-10-07T17:32:58.041479,AAPL,151.2
2025-10-07T17:32:58.054020,AAPL,150.26
2025-10-07T17:32:58.066555,AAPL,142.37
2025-10-07T17:32:58.079085,AAPL,145.87
2025-10-07T17:32:58.091612,AAPL,147.71
2025-10-07T17:32:58.104137,AAPL,145.11
2025-10-07T17:32:58.116661,AAPL,145.22
2025-10-07T17:32:58.129190,AAPL,145.31
2025-10-07T17:32:58.141719,AAPL,144.77
2025-10-07T17:32:58.154250,AAPL,142.54
2025-10-07T17:32:58.166848,AAPL,139.63
2025-10-07T17:32:58.178703,AAPL,141.98
2025-10-07T17:32:58.191304,AAPL,146.66
2025-10-07T17:32:58.203868,AAPL,151.39
2025-10-07T17:32:58.216459,AAPL,147.99
2025-10-07T17:32:58.229011,AAPL,152.61
2025-10-07T17:32:58.241563,AAPL,148.79
2025-10-07T17:32:58.254106,AAPL,149.28
2025-10-07T17:32:58.266652,AAPL,153.12
2025-10-07T17:32:58.279194,AAPL,159.46
2025-10-07T17:32:58.290648,AAPL,161.84
2025-10-07T17:32:58.303210,AAPL,163.08
2025-10-07T17:32:58.315777,AAPL,166.27
2025-10-07T17:32:58.328336,AAPL,171.09
2025-10-07T17:32:58.339908,AAPL,169.9
2025-10-07T17:32:58.352457,AAPL,169.9
2025-10-07T17:32:58.365016,AAPL,168.97
2025-10-07T17:32:58.375353,AAPL,168.37
2025-10-07T17:32:58.387912,AAPL,168.02
2025-10-07T17:32:58.400461,AAPL,171.25
2025-10-07T17:32:58.412350,AAPL,167.34
2025-10-07T17:32:58.423659,AAPL,164.36
2025-10-07T17:32:58.436217,AAPL,159.46
2025-10-07T17:32:58.448782,AAPL,156.2
2025-10-07T17:32:58.461353,AAPL,154.63
2025-10-07T17:32:58.473913,AAPL,151.44
2025-10-07T17:32:58.486474,AAPL,157.37
2025-10-07T17:32:58.498655,AAPL,160.96
2025-10-07T17:32:58.511211,AAPL,159.26
2025-10-07T17:32:58.523654,AAPL,154.77
2025-10-07T17:32:58.536202,AAPL,157.62
2025-10-07T17:32:58.548746,AAPL,156.96
2025-10-07T17:32:58.561308,AAPL,153.9
2025-10-07T17:32:58.573861,AAPL,153.13
2025-10-07T17:32:58.586409,AAPL,152.26
2025-10-07T17:32:58.598963,AAPL,153.74
2025-10-07T17:32:58.611525,AAPL,152.72
