timestamp,symbol,price
2025-10-01 09:30:00,AAPL,169.89
2025-10-01 09:30:00,MSFT,320.22
2025-10-01 09:30:00,SPY,430.06
2025-10-01 09:30:01,AAPL,169.41
2025-10-01 09:30:01,MSFT,319.76
2025-10-01 09:30:01,SPY,429.77
2025-10-01 09:30:02,AAPL,169.73
2025-10-01 09:30:02,MSFT,319.54
2025-10-01 09:30:02,SPY,429.97
2025-10-01 09:30:03,AAPL,170.11
2025-10-01 09:30:03,MSFT,319.81
2025-10-01 09:30:03,SPY,429.56
2025-10-01 09:30:04,AAPL,170.24
2025-10-01 09:30:04,MSFT,320.29
2025-10-01 09:30:04,SPY,429.56
2025-10-01 09:30:05,AAPL,170.27
2025-10-01 09:30:05,MSFT,320.03
2025-10-01 09:30:05,SPY,429.82
2025-10-01 09:30:06,AAPL,170.05
2025-10-01 09:30:06,MSFT,320.15
2025-10-01 09:30:06,SPY,429.4
2025-10-01 09:30:07,AAPL,169.99
2025-10-01 09:30:07,MSFT,320.42
2025-10-01 09:30:07,SPY,429.78
2025-10-01 09:30:08,AAPL,170.0
2025-10-01 09:30:08,MSFT,320.75
2025-10-01 09:30:08,SPY,429.52
2025-10-01 09:30:09,AAPL,169.73
2025-10-01 09:30:09,MSFT,320.77
2025-10-01 09:30:09,SPY,429.04
2025-10-01 09:30:10,AAPL,169.72
2025-10-01 09:30:10,MSFT,320.86
2025-10-01 09:30:10,SPY,429.53
2025-10-01 09:30:11,AAPL,170.04
2025-10-01 09:30:11,MSFT,320.62
2025-10-01 09:30:11,SPY,430.01
2025-10-01 09:30:12,AAPL,170.18
2025-10-01 09:30:12,MSFT,321.0
2025-10-01 09:30:12,SPY,429.8
2025-10-01 09:30:13,AAPL,169.74
2025-10-01 09:30:13,MSFT,321.41
2025-10-01 09:30:13,SPY,429.79
2025-10-01 09:30:14,AAPL,169.25
2025-10-01 09:30:14,MSFT,321.51
2025-10-01 09:30:14,SPY,430.26
2025-10-01 09:30:15,AAPL,169.25
2025-10-01 09:30:15,MSFT,321.9
2025-10-01 09:30:15,SPY,429.84
2025-10-01 09:30:16,AAPL,169.03
2025-10-01 09:30:16,MSFT,321.73
2025-10-01 09:30:16,SPY,430.24
2025-10-01 09:30:17,AAPL,169.34
2025-10-01 09:30:17,MSFT,322.21
2025-10-01 09:30:17,SPY,430.5
2025-10-01 09:30:18,AAPL,169.48
2025-10-01 09:30:18,MSFT,321.8
2025-10-01 09:30:18,SPY,430.93
2025-10-01 09:30:19,AAPL,169.85
2025-10-01 09:30:19,MSFT,322.22
2025-10-01 09:30:19,SPY,430.96
2025-10-01 09:30:20,AAPL,170.22
2025-10-01 09:30:20,MSFT,322.54
2025-10-01 09:30:20,SPY,430.92
2025-10-01 09:30:21,AAPL,170.34
2025-10-01 09:30:21,MSFT,322.97
2025-10-01 09:30:21,SPY,430.48
2025-10-01 09:30:22,AAPL,170.59
2025-10-01 09:30:22,MSFT,322.98
2025-10-01 09:30:22,SPY,430.34
2025-10-01 09:30:23,AAPL,170.11
2025-10-01 09:30:23,MSFT,323.09
2025-10-01 09:30:23,SPY,430.76
2025-10-01 09:30:24,AAPL,170.09
2025-10-01 09:30:24,MSFT,322.81
2025-10-01 09:30:24,SPY,430.59
2025-10-01 09:30:25,AAPL,169.72
2025-10-01 09:30:25,MSFT,323.08
2025-10-01 09:30:25,SPY,430.99
2025-10-01 09:30:26,AAPL,169.73
2025-10-01 09:30:26,MSFT,322.67
2025-10-01 09:30:26,SPY,431.1
2025-10-01 09:30:27,AAPL,170.02
2025-10-01 09:30:27,MSFT,322.37
2025-10-01 09:30:27,SPY,430.7
2025-10-01 09:30:28,AAPL,170.46
2025-10-01 09:30:28,MSFT,322.69
2025-10-01 09:30:28,SPY,430.65
2025-10-01 09:30:29,AAPL,170.79
2025-10-01 09:30:29,MSFT,323.14
2025-10-01 09:30:29,SPY,430.33
2025-10-01 09:30:30,AAPL,170.38
2025-10-01 09:30:30,MSFT,322.73
2025-10-01 09:30:30,SPY,430.61
2025-10-01 09:30:31,AAPL,170.15
2025-10-01 09:30:31,MSFT,322.69
2025-10-01 09:30:31,SPY,430.45
2025-10-01 09:30:32,AAPL,170.38
2025-10-01 09:30:32,MSFT,322.85
2025-10-01 09:30:32,SPY,430.22
2025-10-01 09:30:33,AAPL,169.98
