Datetime,Open,High,Low,Close,Volume,Returns,MA_20,MA_50
2025-11-10 15:19:00+00:00,356.69500732421875,357.20001220703125,356.29998779296875,357.0,23726,0.0008550517094960686,356.7123825073242,356.8149780273437
2025-11-10 15:20:00+00:00,357.0899963378906,358.7200012207031,357.0035095214844,358.6700134277344,31197,0.0046779087611608094,356.80763244628906,356.80377807617185
2025-11-10 15:21:00+00:00,358.6700134277344,359.3900146484375,358.6000061035156,359.0899963378906,40354,0.0011709451429813278,356.9363815307617,356.8108782958984
2025-11-10 15:22:00+00:00,359.1400146484375,359.20001220703125,358.0000915527344,358.0602111816406,27645,-0.0028677634207359137,357.0085418701172,356.8048828125
2025-11-10 15:23:00+00:00,358.02191162109375,358.4700012207031,357.760009765625,357.88848876953125,27603,-0.0004795908809377414,357.06371612548827,356.7998522949219
2025-11-10 15:24:00+00:00,357.94000244140625,358.2099914550781,357.6000061035156,357.9700012207031,17541,0.00022775935446306406,357.09669189453126,356.8018524169922
2025-11-10 15:25:00+00:00,357.94000244140625,358.55999755859375,357.94000244140625,358.1300048828125,16011,0.0004469750581439502,357.1596923828125,356.79545227050784
2025-11-10 15:26:00+00:00,358.0299987792969,358.25,357.6000061035156,357.739990234375,21510,-0.0010890309192750358,357.2151870727539,356.79705200195315
2025-11-10 15:27:00+00:00,357.6885070800781,357.7799072265625,357.32000732421875,357.7799072265625,9785,0.00011158101771435724,357.28368225097654,356.80855041503906
2025-11-10 15:28:00+00:00,357.5899963378906,358.20001220703125,357.2500915527344,358.0,24057,0.0006151624755665885,357.357682800293,356.82515014648436
2025-11-10 15:29:00+00:00,357.9700012207031,358.2294921875,357.5400085449219,357.7799987792969,16200,-0.0006145285494500996,357.4334320068359,356.83155029296876
2025-11-10 15:30:00+00:00,357.7699890136719,358.8900146484375,357.7699890136719,358.79998779296875,38147,0.00285088327226779,357.5321807861328,356.8729498291016
2025-11-10 15:31:00+00:00,358.7900085449219,359.0979919433594,358.3599853515625,358.7449951171875,24680,-0.00015326833236395387,357.6314300537109,356.92644958496095
