timestamp,signal,symbol,status,qty,price,reason,order_id
2025-11-11 15:42:00+00:00,BUY,AAPL,PARTIAL,3,273.18098999023437,Oversold z=-1.161829 < -1.0,285
2025-11-11 16:07:00+00:00,SELL,AAPL,PARTIAL,1,273.31998657226563,Mean reversion z crossed zero: prev -0.152404 -> curr 0.450094,286
2025-11-11 16:16:00+00:00,BUY,AAPL,PARTIAL,5,272.97539306640624,Oversold z=-1.086776 < -1.0,287
2025-11-11 17:00:00+00:00,SELL,AAPL,FILLED,10,272.16999267578126,Mean reversion z crossed zero: prev -0.679210 -> curr 0.622695,288
2025-11-11 18:42:00+00:00,BUY,AAPL,PARTIAL,4,274.18001342773437,Oversold z=-1.311928 < -1.0,289
2025-11-11 18:49:00+00:00,SELL,AAPL,PARTIAL,6,274.5300085449219,Mean reversion z crossed zero: prev -0.178688 -> curr 0.363573,290
2025-11-11 19:02:00+00:00,BUY,AAPL,PARTIAL,4,274.30998779296874,Oversold z=-1.111306 < -1.0,291
2025-11-11 19:05:00+00:00,SELL,AAPL,FILLED,10,274.4701940917969,Mean reversion z crossed zero: prev -1.042088 -> curr 0.459767,292
2025-11-11 19:43:00+00:00,BUY,AAPL,PARTIAL,7,275.1100061035156,Oversold z=-1.042213 < -1.0,293
2025-11-11 19:48:00+00:00,SELL,AAPL,PARTIAL,1,275.28998779296876,Mean reversion z crossed zero: prev -1.096365 -> curr 0.435621,294
2025-11-11 20:17:00+00:00,BUY,AAPL,PARTIAL,7,275.31499267578124,Oversold z=-1.134347 < -1.0,295
2025-11-11 20:20:00+00:00,SELL,AAPL,FILLED,10,275.46500610351563,Mean reversion z crossed zero: prev -1.107524 -> curr 0.034444,296
2025-11-11 20:26:00+00:00,BUY,AAPL,CANCELLED,0,,Oversold z=-1.620367 < -1.0,297
2025-11-11 20:32:00+00:00,SELL,AAPL,FILLED,10,275.47001098632813,Mean reversion z crossed zero: prev -1.787496 -> curr 0.283847,298
2025-11-11 20:36:00+00:00,BUY,AAPL,FILLED,10,275.20500732421874,Oversold z=-1.839511 < -1.0,299
2025-11-11 20:44:00+00:00,SELL,AAPL,FILLED,10,275.44001220703126,Mean reversion z crossed zero: prev -0.924787 -> curr 1.053235,300
2025-11-11 20:55:00+00:00,BUY,AAPL,FILLED,10,274.96208740234374,Oversold z=-2.099699 < -1.0,301
2025-11-12 15:01:00+00:00,SELL,AAPL,PARTIAL,7,272.9950048828125,Mean reversion z crossed zero: prev -0.072634 -> curr 0.866116,302
2025-11-12 15:28:00+00:00,BUY,AAPL,FILLED,10,272.79219604492187,Oversold z=-1.168041 < -1.0,303
2025-11-12 15:32:00+00:00,SELL,AAPL,PARTIAL,1,273.2599890136719,Mean reversion z crossed zero: prev -1.247534 -> curr 0.838980,304
2025-11-12 16:48:00+00:00,BUY,AAPL,PARTIAL,3,274.2199914550781,Oversold z=-1.072260 < -1.0,305
